VALUE,CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue
3872,Caribbean Seasonal evergreen and semi-deciduous forest on karst,2872,Tr Caribbean Seasonal evergreen and semi-deciduous forest on karst,Tree,822,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,96,255,71,0.376471,1,0.278431
3877,"Caribbean Elfin, sierra palm, transitional and tall cloud forest",2877,"Tr Caribbean Elfin, sierra palm, transitional and tall cloud forest",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.682353,0.960784,0.878431
3873,Caribbean Seasonal evergreen and evergreen forest,2873,Tr Caribbean Seasonal evergreen and evergreen forest,Tree,823,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,51,0,0,0.2,0
3874,Caribbean Seasonal evergreen forest with coconut palm,2874,Tr Caribbean Seasonal evergreen forest with coconut palm,Tree,824,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,180,255,148,0.705882,1,0.580392
3875,Caribbean Evergreen and seasonal evergreen forest on karst,2875,Tr Caribbean Evergreen and seasonal evergreen forest on karst,Tree,825,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3876,Caribbean Evergreen forest on serpentine,2876,Tr Caribbean Evergreen forest on serpentine,Tree,826,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,92,0,0,0.360784,0
3878,Caribbean Emergent wetlands including seasonnally flooded pasture,2878,Sh Caribbean Emergent wetlands including seasonnally flooded pasture,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,210,119,1,0.823529,0.466667
3883,Caribbean Tidally flooded evergreen dwarf-shrubland and forb vegetation,2883,Sh Caribbean Tidally flooded evergreen dwarf-shrubland and forb vegetation,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112,82,57,0.439216,0.321569,0.223529
3880,Caribbean Mangrove,2880,Tr Caribbean Mangrove,Tree,825,Riparian,Caribbean Mangrove Forest,LF 96: Caribbean Mangrove Forest,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,0,237,0,0,0.929412,0
3881,Caribbean Seasonally flooded savannahs and woodlands,2881,Tr Caribbean Seasonally flooded savannahs and woodlands,Tree,826,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,156,128,92,0.611765,0.501961,0.360784
3882,Caribbean Pterocarpus swamp,2882,Tr Caribbean Pterocarpus swamp,Tree,827,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed evergreen-deciduous closed tree canopy,255,235,153,1,0.921569,0.6
3296,Developed-Low Intensity,2902,Bau Developed-Low Intensity,Developed,22,Developed-Low Intensity,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,122,143,1,0.478431,0.560784
3297,Developed-Medium Intensity,2903,Bau Developed-Medium Intensity,Developed,23,Developed-Medium Intensity,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,253,44,79,0.992157,0.172549,0.309804
3298,Developed-High Intensity,2904,Bau Developed-High Intensity,Developed,24,Developed-High Intensity,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,173,0,28,0.678431,0,0.109804
3299,Developed-Roads,2905,Bau Developed-Roads,Developed,25,Developed-Roads,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,255,255,255,1,1,1
-9999,Nodata,9999,Nodata,Nodata,-9999,Nodata,Nodata,Nodata,Nodata,Nodata,Nodata,255,255,255,1,1,1
3292,Open Water,11,Ba Open Water,Water,11,Open Water,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0,0,1
3293,Snow-Ice,12,Ba Snow-Ice,Barren,12,Snow-Ice,Snow-Ice,LF 12: Snow-Ice,Non-vegetated,Non-vegetated,Non-vegetated,159,161,240,0.623529,0.631373,0.941176
3294,Barren,31,Bab Barren,Barren,31,Barren,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.74902,0.74902,0.74902
3295,Quarries-Strip Mines-Gravel Pits,32,Bab Quarries-Strip Mines-Gravel Pits,Barren,32,Quarries-Strip Mines-Gravel Pits,Quarries-Strip Mines-Gravel Pits,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,191,191,191,0.74902,0.74902,0.74902
3271,Eastern Boreal Floodplain Herbaceous,2444,Tr Eastern Boreal Floodplain,Herb,676,Riparian,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Perennial graminoid grassland,174,245,224,0.682353,0.960784,0.878431
3272,Eastern Boreal Floodplain Shrubland,2444,Tr Eastern Boreal Floodplain,Shrub,676,Riparian,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous shrubland,174,245,224,0.682353,0.960784,0.878431
3344,Boreal Jack Pine-Black Spruce Forest,2344,Tr Boreal Jack Pine-Black Spruce Forest,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3444,Eastern Boreal Floodplain Woodland,2444,Tr Eastern Boreal Floodplain,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3466,Great Lakes Wooded Dune and Swale,2466,Tr Great Lakes Wooded Dune and Swale,Tree,675,Riparian,Inland Marshes and Prairies,SAF 1: Jack Pine,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.682353,0.960784,0.878431
3447,South Florida Cypress Dome,2447,Tr South Florida Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3459,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,2459,Tr Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.356863,0.764706,0.780392
3460,Southern Coastal Plain Nonriverine Cypress Dome Woodland,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Tree,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3478,Caribbean Forested Swamp,2478,Tr Caribbean Swamp System,Tree,694,Riparian,Atlantic Swamp Forests,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3570,Southern Coastal Plain Nonriverine Cypress Dome Herbaceous,2460,Tr Southern Coastal Plain Nonriverine Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3572,South Florida Cypress Dome Herbaceous,2447,Tr South Florida Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3575,Caribbean Herbaceous Swamp,2478,Tr Caribbean Swamp System,Herb,694,Riparian,Atlantic Swamp Forests,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91,195,199,0.356863,0.764706,0.780392
3333,South Florida Hardwood Hammock,2333,Tr South Florida Hardwood Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3336,Southwest Florida Coastal Strand and Maritime Hammock,2336,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3337,Southeast Florida Coastal Strand and Maritime Hammock,2337,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60,113,126,0.235294,0.443137,0.494118
3470,Caribbean Coastal Wetland Systems,2470,Tr Caribbean Coastal Wetland Systems,Tree,678,Riparian,Mangrove,SAF 106: Mangrove,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,91,195,199,0.356863,0.764706,0.780392
3286,Paleozoic Plateau Bluff and Talus Herbaceous,2517,Tr Paleozoic Plateau Bluff and Talus,Herb,663,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3311,North-Central Interior Dry Oak Forest and Woodland,2311,Tr North-Central Interior Dry Oak Forest and Woodland,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3517,Paleozoic Plateau Bluff and Talus Woodland,2517,Tr Paleozoic Plateau Bluff and Talus,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 110: Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85,187,194,0.333333,0.733333,0.760784
3278,Boreal Acidic Peatland Herbaceous,2477,Tr Boreal Acidic Peatland Systems,Herb,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Perennial graminoid grassland,186,163,119,0.729412,0.639216,0.466667
3279,Boreal Acidic Peatland Shrubland,2477,Tr Boreal Acidic Peatland Systems,Shrub,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,186,163,119,0.729412,0.639216,0.466667
3464,Acadian Near-Boreal Spruce Barrens,2464,Tr Acadian Near-Boreal Spruce Barrens,Tree,692,Conifer,Spruce Flats and Barrens,SAF 13: Black Spruce-Tamarack,Tree-dominated,Open tree canopy,Evergreen open tree canopy,186,163,119,0.729412,0.639216,0.466667
3477,Boreal Acidic Peatland Forest,2477,Tr Boreal Acidic Peatland Systems,Tree,683,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,186,163,119,0.729412,0.639216,0.466667
3290,North-Central Oak Barrens Herbaceous,2395,Tr North-Central Oak Barrens,Herb,663,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
3395,North-Central Oak Barrens Woodland,2395,Tr North-Central Oak Barrens,Tree,663,Hardwood,Black Oak Woodland and Savanna,SAF 14: Northern Pin Oak,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,44,127,163,0.172549,0.498039,0.639216
3238,Laurentian-Acadian Northern Oak Forest,2238,Tr Laurentian-Acadian Northern Oak Forest,Tree,665,Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3239,Laurentian-Acadian Northern Pine-Oak Forest,2239,Tr Laurentian-Acadian Northern Pine-Oak Forest,Tree,665,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3242,Laurentian Oak Barrens,2242,Tr Laurentian Oak Barrens,Tree,676,Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Deciduous closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3243,Laurentian Pine-Oak Barrens,2243,Tr Laurentian Pine-Oak Barrens,Tree,676,Conifer-Hardwood,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
3269,Laurentian Shrubland Barrens,2407,Tr Laurentian Pine Barrens,Shrub,676,Shrubland,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
3362,Laurentian-Acadian Northern Pine Forest,2362,Tr Laurentian-Acadian Northern Pine Forest,Tree,665,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174,245,224,0.682353,0.960784,0.878431
3407,Laurentian Pine Barrens,2407,Tr Laurentian Pine Barrens,Tree,676,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,174,245,224,0.682353,0.960784,0.878431
3301,Boreal Aspen-Birch Forest,2301,Tr Boreal Aspen-Birch Forest,Tree,652,Hardwood,Aspen-Birch Forest,SAF 16: Aspen,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,192,255,138,0.752941,1,0.541176
3048,Northwestern Great Plains Highland White Spruce Woodland,2048,Tr Northwestern Great Plains Highland White Spruce Woodland,Tree,639,Conifer,Spruce-Fir Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Open tree canopy,Evergreen open tree canopy,182,250,227,0.713725,0.980392,0.890196
3600,Western North American Boreal White Spruce Forest,2600,Tr Western North American Boreal White Spruce Forest,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3601,Western North American Boreal Treeline White Spruce Woodland,2601,Tr Western North American Boreal Treeline White Spruce Woodland,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,182,250,227,0.713725,0.980392,0.890196
3603,Alaska Boreal White Spruce Forest,2603,Tr Alaska Boreal White Spruce Forest,Tree,785,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3677,Alaska Sub-boreal White-Lutz Spruce Forest and Woodland,2677,Tr Alaska Sub-boreal White-Lutz Spruce Forest and Woodland,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3678,Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,2678,Tr Alaska Sub-boreal Mountain Hemlock-White Spruce Forest,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3679,Alaska Sub-boreal White Spruce Forest,2679,Tr Alaska Sub-boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3750,Alaska Sub-boreal Hardwood Forest,2750,Tr Alaska Sub-boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3779,Alaska Boreal Hardwood Forest,2779,Tr Alaska Boreal Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3780,Alaska Boreal White Spruce-Hardwood Forest,2780,Tr Alaska Boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3789,Alaska Sub-boreal White Spruce-Hardwood Forest,2789,Tr Alaska Sub-boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159,255,128,0.623529,1,0.501961
3607,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,2607,Tr Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Tree,753,Hardwood,Balsam Poplar-Aspen Woodland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Deciduous Open Tree Canopy,18,76,135,0.070588,0.298039,0.529412
3762,Arctic Floodplains,2762,Sh Arctic Floodplains,Shrub,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Shrub-dominated,Shrubland,Deciduous shrubland,18,76,135,0.070588,0.298039,0.529412
3763,Boreal Forested Floodplains,2763,Tr Boreal Floodplains,Tree,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3764,Pacific Maritime Forested Floodplains,2764,Tr Pacific Maritime Floodplains,Tree,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3776,Boreal Riparian Stringer Forest and Shrubland,2776,Tr Boreal Riparian Stringer Forest and Shrubland,Tree,770,Riparian,Riparian Stringer Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3787,Boreal Herbaceous Floodplains,2763,Tr Boreal Floodplains,Herb,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3788,Boreal Shrub Floodplains,2763,Tr Boreal Floodplains,Shrub,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3790,Pacific Maritime Shrub Floodplains,2764,Tr Pacific Maritime Floodplains,Shrub,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3602,Western North American Boreal Spruce-Lichen Woodland,2602,Tr Western North American Boreal Spruce-Lichen Woodland,Tree,778,Shrubland,Spruce-Lichen Woodland,SAF 204: Black Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,182,250,227,0.713725,0.980392,0.890196
3604,Western North American Boreal Mesic Black Spruce Forest,2604,Tr Western North American Boreal Mesic Black Spruce Forest,Tree,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182,250,227,0.713725,0.980392,0.890196
3753,Boreal Coniferous-Deciduous Woody Wetland,2753,Tr Boreal Coniferous-Deciduous Woody Wetland,Tree,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,182,250,227,0.713725,0.980392,0.890196
3765,Boreal Black Spruce-Tussock Woodland,2786,Tr Boreal Shrub-Tussock Tundra and Woodland,Tree,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Tree-dominated,Open tree canopy,Evergreen open tree canopy,182,250,227,0.713725,0.980392,0.890196
3786,Boreal Shrub-Tussock Tundra,2786,Tr Boreal Shrub-Tussock Tundra and Woodland,Shrub,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Tree-dominated,Open tree canopy,Evergreen open tree canopy,182,250,227,0.713725,0.980392,0.890196
